word,phonetic,pos,meaning,example_en,example_zh,tags,difficulty
beginning,bi'giniŋ,n.,开始,,,四级,1
behalf,bi'hɑ:f,n.,"利益, 方面",,,四级,1
behave,bi'heiv,v.,"举止端正, 行为规矩；检点(自己的)行为, 使表现好",,,四级,1
behavior,bi'heivjə,n.,"行为, 举止；行为",,,四级,2
being,'bi:iŋ,n.,"存在, 性质, 生命, 人, 生物, be的现在分词",,,四级,1
belief,bi'li:f,n.,"信念, 相信, 信仰",,,四级,1
belong,bi'lɒŋ,v.,"属于, 合适",,,四级,1
beloved,bi'lʌvd,adj./n.,心爱的；心爱的人,,,四级,2
belt,belt,n.,"带子, 地带；带, 腰带, 束带, 地带, 区",,,四级,1
bench,bentʃ,n.,长椅子；台,,,四级,1
bend,bend,v./n.,"变弯曲, 屈服；使弯曲, 使屈服；弯曲",,,四级,1
beneath,bi'ni:θ,prep./adv.,在...下方；在...下方,,,四级,1
beneficial,.beni'fiʃəl,adj.,"有益的, 受益的；有使用权的, 可享利益的",,,四级,1
benefit,'benifit,n./v.,利益；有益于；受益,,,四级,1
berry,'beri,n./v.,浆果；采集浆果,,,四级,2
besides,bi'saidz,prep./adv.,"除...之外；而且, 此外",,,四级,1
bet,bet,n./v.,"打赌, 赌注；打赌",,,四级,1
betray,bi'trei,v.,"出卖, 背叛, 辜负, 暴露；出卖, 背叛, 泄漏",,,四级,2
beyond,bi'jɒnd,prep./adv./n.,"超过, 在那一边, 迟于；在远处；更远处",,,四级,1
bible,'baibl,n.,圣经,,,四级,1
bicycle,'baisikl,n.,自行车,,,四级,2
bill,bil,n./v.,"帐单, 清单, 钞票, 鸟嘴, 广告, 法案, 票据；开帐单, (用招贴)宣布",,,四级,1
billion,'biljən,num.,"十亿, 十亿个",,,四级,1
bind,baind,v.,"绑, 约束, 装订, 包扎, 使结合；凝固, 有约束力；赋值, 绑定",,,四级,1
biology,bai'ɒlədʒi,n.,生物学；生物; 生物学,,,四级,2
birth,bə:θ,n.,"出生, 起源；生产, 分娩",,,四级,1
biscuit,'biskit,n.,饼干；素坯; 饼干,,,四级,1
bite,bait,n./v.,"咬, 一口；咬, 刺痛, 穿透",,,四级,1
bitter,'bitə,adj./adv./v.,"苦的, 痛苦的, 怀恨的；刺骨；(使)变苦",,,四级,1
bitterly,'bitəli,adv.,"怨恨地, 悲痛地, 残酷地",,,四级,2
blade,bleid,n.,"叶片, 刀锋, 刀口, 剑；页[片], 叶片, 刀片, 刀刃, 刀口",,,四级,1
blame,bleim,n./v.,"过失, 责备；责备, 归咎于",,,四级,1
blank,blæŋk,n./adj./v.,"空格, 空白；空白的, 空虚的, 完全的, 无色的；消失, 成为空白；使无效, 取消, 封锁；空白",,,四级,1
blanket,'blæŋkit,n./v./adj.,"毛毯, 毯子；掩盖, 覆盖；总共的",,,四级,1
blast,blæst,n./v.,"一阵风, 爆炸, 枯萎病；炸, 使枯萎；炸, 猛攻, 猛烈抨击, 枯萎",,,四级,2
blaze,bleiz,n./v.,"火焰, 烈火, 光辉；燃烧, 发光；使燃烧, 宣布, 在树皮上刻痕",,,四级,2
bleed,bli:d,v.,"流血, 悲痛, 渗出；使出血, 榨取",,,四级,2
blend,blend,v./n.,混合；混合,,,四级,2
bless,bles,v.,"祝福, 祈佑, 使神圣化",,,四级,2
blind,blaind,n./adj./v./adv.,"蒙蔽物, 窗帘；盲目的, 瞎的, 不加思考的；使失明, 蒙蔽, 遮暗；盲目地",,,四级,1
blood,blʌd,n./v.,"血, 血统, 流血, 气质, 生命；使出血, 用血涂",,,四级,1
bloom,blu:m,n./v.,"花, 开花, 青春, 钢块；开花, 焕发青春, 茂盛；使茂盛, 把...轧成钢坯",,,四级,2
blossom,'blɒsəm,n./v.,"花, 花开的状态, 兴旺期；开花, 兴旺, 发展",,,四级,2
board,bɒ:d,n./v.,"木板, 甲板, 膳食, 会议桌；乘船, 供膳食, 用板覆盖；搭伙；板",,,四级,1
boast,bəust,n./v.,"吹牛；吹牛, 自夸；夸口说, 自恃有",,,四级,1
boil,bɒil,n./v.,"煮沸, 沸腾, 疖；煮沸, 激动",,,四级,1
bold,bəuld,adj./n.,大胆的；粗体；粗体,,,四级,1
bolt,bəult,n./v./adv.,"门闩, 螺钉, 筛子, 闪电, 意外事件；闩住, 发射, 脱口而出, 筛, 囫囵吞下；囫囵吞枣, 射箭, 脱缰, 退出党派；突然",,,四级,2
bomb,bɒm,n./v.,"炸弹；轰炸, 投弹于；失败",,,四级,1
bond,bɒnd,n./v.,"捆绑物, 结合, 债券, 契约, 粘合剂, 保证人, 键, 关栈保留；存入关栈, 使黏合；结合",,,四级,1
bone,bəun,n./v.,"骨头, 骨, 骨制品；剔骨；专心致志",,,四级,1
boost,bu:st,n./v.,"推进, 吹捧；推进, 提高, 宣扬, 促进",,,四级,1
boot,bu:t,n./v.,"长靴, 踢, 解雇, 效用；使穿靴, 踢, 解雇, 有用；引导, 自举",,,四级,1
booth,bu:θ,n.,"亭, 摊棚；货摊, 电话间",,,四级,2
border,'bɒ:də,n./v.,"边缘, 边境, 边界, 花坛；在...上镶边, 接近；接界, 近似；边框",,,四级,1
bore,bɒ:,n./v.,"令人讨厌的人, 激浪, 枪膛, 孔；使烦扰, 钻孔；钻孔；bear的过去式；内径; 孔径",,,四级,2
born,bɒ:n,adj.,天生的；bear的过去分词,,,四级,1
bosom,'buzəm,n./v.,"胸部, 胸, 胸怀, 内部, 中间；怀抱",,,四级,2
boss,bɒs,n./v.,"老板, 上司, 岩瘤, 浮雕, 母牛；指挥, 控制, 浮雕",,,四级,1
bottom,'bɒtəm,n./adj./v.,"底部；底部的；给...装底, 查明真相；到达底部, 建立基础",,,四级,1
bough,bau,n.,大树枝,,,四级,2
bounce,bauns,n./v.,"跳, 跳跃, 弹力, 撞击；反跳, 弹跳；使跳回, 撞击；打回",,,四级,1
bound,baund,n./adj./v.,"跃, 回跳, 范围, 边界；受约束的, 装有封面的, 有义务的, 关联的, 被束缚的, 准备去...的, 便秘的；跳跃, 弹起；使跳, 限制, 形成...的疆界；bind过去式和过去分词；装订的",,,四级,1
boundary,'baundri,n.,"边界, 分界线；边界",,,四级,1
bow,bəu.bau,n./v.,"弓, 眼睛框；用弓拉琴, 弯成弓形；鞠躬, 屈服",,,四级,1
bowl,bəul,n./v.,"碗, 木球, 大酒杯；滚木球, 快而稳地行驶",,,四级,1
brain,brein,n./v.,脑；打碎脑部,,,四级,1
brake,breik,n./v.,"刹车, 阻碍, 丛林；刹车",,,四级,2
branch,bræntʃ,n./v.,"树枝, 支店, 支流, 分部；分支, 出枝；分割, 用枝状叶脉刺绣花纹装饰；分支, 目录分支",,,四级,1
brand,brænd,n./v.,"商标, 牌子, 烙印；打烙印于",,,四级,1
brandy,'brændi,n.,白兰地酒；白兰地,,,四级,2
brass,bræs.brɑ:s,n./adj./v.,"黄铜, 黄铜制品；黄铜的, 铜管乐器的；镀以黄铜, 支付",,,四级,1
brave,breiv,adj./n./v.,"勇敢的, 美好的, 华丽的；勇敢者；勇敢地面对",,,四级,1
breadth,bredθ,n.,"宽度；违背, 违犯, 未遵守",,,四级,2
breast,brest,n./v.,"胸部, 乳房, 胸怀；以胸对着, 面对",,,四级,1
breath,breθ,n.,"呼吸, 气息, 瞬间；呼气, 呵气, 口气, 呼吸",,,四级,1
breathe,bri:ð,v.,"呼吸, 生存, 低语；呼吸, 使喘息, 发散, 低声说",,,四级,1
breed,bri:d,n./v.,"种类, 品种；养育, 引起, 饲养, 繁殖",,,四级,1
breeze,bri:z,n./v.,"微风, 煤屑, 轻而易举的事；吹微风, 逃走",,,四级,1
brick,brik,n./adj./v.,"砖块, 积木；用砖做的；用砖造, 用砖砌",,,四级,1
brief,bri:f,n./adj./v.,"摘要, 简报；简短的, 短暂的；对...作简报, 摘要, 节录",,,四级,1
brighten,'braitn,v.,"变亮, 活跃；使生辉, 使快活",,,四级,2
brilliant,'briljənt,adj.,"光辉的, 灿烂的, 有才气的；亮的",,,四级,1
brim,brim,n./v.,"边, 边缘, (河)边；注满, 使满溢；满溢",,,四级,2
brisk,brisk,adj./v.,"强烈的, 寒冷而干燥的, 活泼的；使活泼；活跃起来",,,四级,2
bristle,'brisl,n./v.,"刚毛, 猪鬃；直立, 发怒, 充满；使直立",,,四级,2
brittle,'britl,adj.,"易碎的, 脆弱的, 易坏的；脆的, 脆性的, 易碎的",,,四级,2
broad,brɒ:d,adj./adv./n.,"宽广的, 辽阔的, 广大的, 显著的；宽阔地；宽阔部分",,,四级,1
broadcast,'brɒ:dkæst,n./adj./v./adv.,"广播, 传播；广播的；广播；经广播, 四散地；广播命令, 广播",,,四级,2
broken,'brəukən,adj.,"坏掉的, 打破的, 断掉的；break的过去分词",,,四级,1
bronze,brɒnz,n./adj.,"青铜, 铜像；青铜色的",,,四级,1
brood,bru:d,n./v.,"一窝, 一伙；孵, 沉思",,,四级,2
brook,bruk,n./v.,小溪；容忍,,,四级,2
broom,bru:m,n./v.,"扫帚, 金雀花；扫除",,,四级,2
brow,brau,n.,"眉毛, 额；额, 眉, 睫毛",,,四级,2
bruise,bru:z,n./v.,"青肿, 挫伤, 擦伤；受伤, 擦伤；使受伤, 研碎",,,四级,2
brute,bru:t,n./adj.,"畜生, 残忍或好色之人；残忍的, 无理性的, 畜生的",,,四级,2
bubble,'bʌbl,n./v.,"泡沫；冒泡, 沸腾；使冒泡, 滔滔不绝地说",,,四级,2
bucket,'bʌkit,n.,桶；存储桶; 桶,,,四级,1
bud,bʌd,n./v.,"芽, 花蕾；发芽, 萌芽；使发芽",,,四级,2
budget,'bʌdʒit,n./v./adj.,"预算；编预算；编入预算, 安排；廉价的",,,四级,1
bulb,bʌlb,n.,"球茎, 电灯泡；球, 鳞茎, 球茎",,,四级,2
bulk,bʌlk,n./v.,"大小, 体积, 大块, 大多数；显得大, 显得重要",,,四级,1
bull,bul,n.,"公牛；买方, 买空者",,,四级,2
bullet,'bulit,n.,"子弹；弹, 子弹, 距节(马)",,,四级,1
bunch,bʌntʃ,n.,"串, 束；骨肿块(马)",,,四级,1
bundle,'bʌndl,n./v.,"捆, 束；包扎, 胡乱塞进；匆忙离开",,,四级,2
burden,'bə:dn,n./v.,"负担, 重载, 担子, 责任；装货于, 烦扰, 使负担",,,四级,1
bureau,'bjuərəu,n.,"局, 办公处；局, 司, 处",,,四级,1
burn,bə:n,v./n.,"烧, 烧毁, 烧伤；燃烧, 发热, 烧毁；烧伤, 烙印",,,四级,1
burst,bə:st,n./v.,"破裂, 突发, 爆发；爆裂, 突发, 充满；二进制位组; 字符组; 脉冲串",,,四级,1
bury,'beri,v.,"埋葬, 埋藏",,,四级,1
bush,buʃ,n.,矮树丛；管衬,,,四级,1
business,'biznis,n.,"生意, 事情, 业务, 商业, 商行, 职责；企业, 商业, 营业",,,四级,1
butcher,'butʃə,n./v.,"屠夫, 肉商, 小贩；屠宰, 屠杀",,,四级,2
butter,'bʌtə,n./v.,"奶油, 黄油；涂黄油于",,,四级,1
butterfly,'bʌtəflai,n.,"蝴蝶；蝶式棉块, 翼形皮癣, 纸蝶",,,四级,2
button,'bʌtən,n./v.,"钮扣, 按钮；扣住；钉钮扣于, 扣紧；按钮",,,四级,1
cabbage,'kæbidʒ,n.,"卷心菜；卷心菜, 甘兰",,,四级,2
cabin,'kæbin,n./v.,"小屋, 客舱；关在小屋",,,四级,1
cabinet,'kæbinit,n./adj.,"橱柜, 内阁；内阁的, 细木工做的；机柜",,,四级,1
cable,'keibl,n./v.,"电缆, 海底电报, 缆, 索；打海底电报；发海底电报, 缚住；电缆",,,四级,1
cafe,kɑ:'fei,n.,"咖啡馆, 酒店",,,四级,2
cafeteria,.kæfi'tiəriə,n.,自助餐厅；自助餐厅,,,四级,2
cage,keidʒ,n./v.,"笼, 牢房, 战俘营；关进笼内",,,四级,1
cake,keik,n./v.,"蛋糕, 块, 饼；使结块, 加块状物于；结块",,,四级,1
calculate,'kælkjuleit,v.,"计算, 预测, 计划, 打算",,,四级,1
calculation,.kælkju'leiʃən,n.,"计算, 考虑, 计算的结果；计算",,,四级,1
calculator,'kælkjuleitə,n.,"计算者, 计算器；计算器",,,四级,2
calendar,'kælində,n./v.,"日历, 日程表；列入表中；日历",,,四级,1
calm,kɑ:m,n./adj./v.,"平稳, 风平浪静；平静的, 冷静的；平静下来, 镇静；使平静",,,四级,1
camel,'kæml,n.,"骆驼, 打捞浮筒",,,四级,2
camera,'kæmərə,n.,"照相机, 摄影机, 密谈室, 暗箱；摄影",,,四级,1
camp,kæmp,n./v.,"露营, 帐篷；露营, 扎营；使扎营",,,四级,1
campaign,kæm'pein,n./v.,"战役, 运动, 竞选运动；参加运动, 作战",,,四级,1
campus,'kæmpəs,n.,"校园, 大学生活",,,四级,2
canal,kə'næl,n./v.,"运河, 水道, 管, 沟渠；开运河",,,四级,1
cancel,'kænsəl,n./v.,"取消, 撤消, 盖销(邮票)；取消, 删去, 抵销, 盖销；相互抵销；作废",,,四级,1
cancer,'kænsə,n.,"癌, 恶性肿瘤；癌",,,四级,1
candidate,'kændideit,n.,"候选人, 投考者；候选, 候补者",,,四级,1
candle,'kændl,n./v.,蜡烛；对着光检查,,,四级,1
candy,'kændi,n./v.,"糖果, 冰糖；用糖煮, 使结晶为砂糖；结晶为砂糖",,,四级,2
cannon,'kænən,n./v.,"大炮, 加农炮；炮轰",,,四级,2
canoe,kə'nu:,n./v.,"独木舟, 轻舟；乘独木舟；用独木舟运",,,四级,2
canteen,kæn'ti:n,n.,"水壶, 军中俱乐部, 临时流动餐馆, 小卖部",,,四级,2
canvas,'kænvəs,n.,"帆布, 画布, 油画；帆布",,,四级,1
cap,kæp,n./v.,"盖子, 帽子；戴帽子, 覆盖, 胜过；脱帽致意；调用程序分析, 容量, 代码分析程序, 计算机辅助生产, 计算机辅助印刷",,,四级,1
capable,'keipəbl,adj.,"有能力的, 能的, 能干的",,,四级,1
capacity,kə'pæsiti,n.,"容量, 能力, 才能, 资格；容量",,,四级,1
capital,'kæpitəl,n./adj.,"首都, 大写字母, 资本；首都的, 重要的",,,四级,1
captain,'kæptin,n./v.,"船长, 指挥官, 海军上校, 首领；率领, 指挥",,,四级,1
captive,'kæptiv,n./adj.,"俘虏, 迷恋者；被俘的, 被迷住的",,,四级,2
capture,'kæptʃə,n./v.,"抓取, 战利品, 捕获之物；抓取, 获得, 迷住；截获命令",,,四级,1
carbon,'kɑ:bən,n.,"碳, 副本, 复写纸；碳",,,四级,1
career,kə'riə,n.,"事业, 生涯, 成功；职业, 专业, 履历",,,四级,1
careless,'kєəlis,adj.,"粗心的, 不关心的, 无忧无虑的",,,四级,2
cargo,'kɑ:gəu,n.,货物；货柜,,,四级,2
carpenter,'kɑ:pintə,n.,木匠,,,四级,2
carpet,'kɑ:pit,n./v.,"地毯, 地毯状物；铺以地毯, 铺盖",,,四级,1
carriage,'kæridʒ,n.,"马车, 客车, 举止, 运输；搬运费, 运费",,,四级,1
carrier,'kæriə,n.,"运送者, 邮递员, 带菌者；载波",,,四级,1
carrot,'kærət,n.,胡萝卜；胡萝卜,,,四级,2
cart,kɑ:t,n./v.,二轮运货马车；驾运货马车；用车装载,,,四级,2
carve,kɑ:v,v.,"雕刻, 切开",,,四级,1
cash,kæʃ,n./v.,现金；兑现,,,四级,1
cassette,kæ'set,n.,"盒式磁带, 珠宝箱, 暗盒；字盒",,,四级,2
cast,kɑ:st. kæst,n./v.,"演员阵容, 投掷, 铸件, 预测, 特性；投, 掷, 抛, 脱落, 铸, 使弯曲, 计算；投, 计算, 浇铸成型",,,四级,1
castle,'kæsl. 'kɑ:sl,n./v.,"城堡, 象棋中的车；置于城堡中, 盘踞于",,,四级,1
casual,'kæʒjuəl,adj./n.,"偶然的, 不经意的, 便装的；临时工, 待命士兵",,,四级,1
catalog,'kætəlɒg,n./v.,"目录, 大学概况手册；编目录；目录; 编目",,,四级,2
cathedral,kə'θi:drəl,n.,大教堂,,,四级,1
cattle,kætl,n.,"牛, 家畜；家畜",,,四级,1
cause,kɒ:z,n./v.,"原因, 目标；引起, 使产生, 使遭受",,,四级,1
cautious,'kɒ:ʃəs,adj.,"谨慎的, 小心的",,,四级,2
cave,keiv,n./v.,"洞, 穴；凹陷, 塌落；挖洞, 使凹陷, 损坏...的基础",,,四级,1
cease,si:s,n./v.,"停止；停止, 终了",,,四级,1
ceiling,'si:liŋ,n.,"天花板；顶点, 顶线, 上限",,,四级,1
celebrate,'selibreit,v.,"庆祝, 祝贺, 举行",,,四级,1
cell,sel,n.,"单元, 细胞, 电池；单元",,,四级,1
cellar,'selə,n.,"地窖, 地下室, 藏酒",,,四级,2
cement,si'ment,n./v.,"水泥, 胶结剂；胶合, 用水泥涂；黏牢",,,四级,2
cent,sent,n.,分；美分,,,四级,2
centigrade,'sentigreid,adj.,"百分度的, 摄氏的；百分度",,,四级,2
centimetre,"'senti,mi:tə(r)",n.,"厘米, 公分",,,四级,2
central,'sentrəl,adj.,"中央的, 重要的；中央的, 中心的, 中枢的",,,四级,1
centre,'sentə,n./adj./v.,"中心, 中心点, 中锋；中央的, 位在正中的；集中, 定中心；居中",,,四级,1
century,'sentʃuri,n.,"世纪, 百年",,,四级,1
ceremony,'seriməni,n.,"典礼, 仪式, 礼节；典礼, 仪式",,,四级,1
certain,'sə:tən,adj.,"确定的, 某一个的, 必然的；确凿的, 无疑的, 可靠的",,,四级,1
certainty,'sə:tənti,n.,"确定, 确实的事情；确定, 肯定, 必然的事",,,四级,1
certificate,sə'tifikeit,n./v.,"证书, 证明书；发给证明书, 用证书批准, 用证书证明",,,四级,1
chain,tʃein,n./v.,"链, 枷锁, 束缚；用铁练锁住, 束缚, 囚禁",,,四级,1
chairman,'tʃєəmən,n.,"主席, 会长；主席",,,四级,1
chalk,tʃɒ:k,n./v.,"粉笔, 白垩；用粉笔写, 记录",,,四级,2
challenge,'tʃælindʒ,n./v.,"挑战, 盘问；向...挑战, 要求, 怀疑；挑战, 对(证据等)表示异议",,,四级,1
chamber,'tʃeimbə,n./v./adj.,"室, 房间, 枪膛；装(弹药), 把...关在室内；室内的",,,四级,1
champion,'tʃæmpiən,n./v./adj.,"冠军, 拥护者, 战士；保卫, 拥护；优胜的",,,四级,1
chance,tʃæns. tʃɑ:ns,n./v.,"机会, 意外, 可能性；偶然发生；冒险",,,四级,1
channel,'tʃænəl,n./v.,"海峡, 航道, 频道；引导, 在...上挖沟, 形成河道；信道, 通道",,,四级,1
chaos,'keiɒs,n.,"大混乱, 混沌；混沌; 浑沌",,,四级,1
chapter,'tʃæptə,n.,"章, 篇, 重要章节；章; 段",,,四级,1
character,'kærəktə,n.,"个性, 字符, 人物, 性质, 品格, 资格；字符",,,四级,1
characteristic,.kærəktə'ristik,n./adj.,"特性, 特征, 特色；特性的, 特有的, 有特色的；阶; 指数",,,四级,1
characterize,'kærəktəraiz,v.,"描绘...的特性, 刻划...的性格",,,四级,1
charge,tʃɑ:dʒ,n./v.,"指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令；控诉, 加罪于, 使充满, 使充电, 使承担；冲锋, 要价, 收费",,,四级,1
charity,'tʃæriti,n.,"慈悲, 博爱, 慈善团体, 施舍；宽大, 宽恕, 慈善机关",,,四级,1
charming,'tʃɑ:miŋ,adj.,"迷人的, 有吸引力的",,,四级,1
chart,tʃɑ:t,n./v.,"图表, 海图；制成图表；图表",,,四级,1
chase,tʃeis,n./v.,"追求, 狩猎, 追逐；追捕, 追逐, 雕刻, 在...上镶嵌宝石；追赶, 奔跑",,,四级,1
cheat,tʃi:t,n./v.,"欺骗, 作弊, 骗子；欺骗, 逃脱, 骗取",,,四级,2
cheek,tʃi:k,n.,"颊, 厚颜, 脸蛋；颊",,,四级,1
cheer,tʃiə,n./v.,"愉快, 振奋, 欢呼；欢呼, 喝彩, 快活起来；使振奋, 欢呼",,,四级,2
cheerful,'tʃiəful,adj.,"快活的, 高兴的, 兴高采烈的",,,四级,2
cheese,tʃi:z,n.,乳酪；干酪,,,四级,1
chemical,'kemikl,n./adj.,"化学药品；化学的, 化学上用的",,,四级,1
chemist,'kemist,n.,"化学家, 药剂师；化学家; 化学师; 化学工作者; 药剂师; 药房",,,四级,2
chemistry,'kemistri,n.,"化学, 化学过程；化学",,,四级,1
cheque,tʃek,n.,支票,,,四级,1
cherry,'tʃeri,n.,"樱桃, 樱桃树, 樱桃色；樱桃",,,四级,2
chess,tʃes,n.,国际象棋；雀麦,,,四级,2
chest,tʃest,n.,"胸, 胸部, 衣柜, 箱子；胸, 胸廓",,,四级,1
chew,tʃu:,v./n.,"咀嚼, 嚼碎；咀嚼, 细想；咀嚼, 咀嚼物",,,四级,2
chicken,'tʃikin,n.,"小鸡, 鸡肉",,,四级,1
chief,tʃi:f,n./adj.,"领袖, 酋长, 长官, 主要部分；主要的, 首位的",,,四级,1
childhood,'tʃaildhud,n.,孩童时期；儿童期,,,四级,1
childish,'tʃaildiʃ,adj.,"天真的, 孩子气的",,,四级,2
chill,tʃil,n./adj./v.,"寒冷, 寒意, 失意；寒冷的, 冷漠的；使寒心, 冷冻；变冷",,,四级,2
chimney,'tʃimni,n.,"烟囱, 灯罩；烟囱",,,四级,2
chin,tʃin,n.,"下巴, 颏；颏",,,四级,1
chocolate,'tʃɒkəlit,n./adj.,巧克力；巧克力制的,,,四级,1
choice,tʃɒis,n./adj.,"选择, 精选品, 选择权；精选的, 挑三拣四的, 上等的；DOS内部命令:在批处理文件中；该命令用于提示用户作出选择, 决定批处理文件的流程",,,四级,1
choke,tʃəuk,v./n.,"窒息, 阻塞, 噎, 抑制；窒息, 阻塞, 噎；窒息, 噎, 阻气门",,,四级,2
choose,tʃu:z,v.,"选择, 宁愿, 欲；作出选择, 愿意；选取",,,四级,1
chop,tʃɒp,n./v.,"肋条肉, 排骨, 砍, 戳记, 商标；剁碎, 砍, 切击, 割断；砍, 突然转向",,,四级,2
christian,'kristʃən,n./adj.,"基督徒, 正派人；基督的, 基督教的",,,四级,1
christmas,'krisməs,n.,圣诞节,,,四级,1
church,tʃə:tʃ,n./v./adj.,"教堂, 礼拜, 教会；使人接受宗教仪式；教堂的",,,四级,1
cigarette,.sigə'ret,n.,"香烟, 纸烟",,,四级,1
circle,'sə:kl,n./v.,"圆周, 社交圈, 循环, 范围；围着, 环绕；盘旋, 循环",,,四级,1
circuit,'sə:kit,n.,"电路, 环(行)道, 巡回；线路; 电路",,,四级,1
circular,'sə:kjulə,adj.,"圆形的, 循环的, 间接的；环状的, 循环的",,,四级,1
circulate,'sə:kjuleit,v.,"(使)流通, (使)循环, (使)传播",,,四级,1
circumference,sə'kʌmfərəns,n.,"圆周, 周缘, 胸围；周缘, 环状面",,,四级,2
